#,NAME,Gl(deg),Gb(deg),P0(s),P1,F0(Hz),DM(cm^-3pc),BINARY (type),Binary Period (days),Semi-major axis,BINCOMP,DIST(kpc),DIST_DM(kpc),AGE(Yr),EDOT(ergs/),PMTOT(mas/yr)
1266,J1730-2304,3.137,6.023,0.008123,2.02e-20,123.110287,9.62,*,*,*,*,0.62,0.51,6.38e+09,1.49e+33,*
1267,J1730-2900,358.123,2.819,1.538427,8.85e-15,0.650015,289.00,*,*,*,*,6.85,6.85,2.75e+06,9.60e+31,*
1268,B1727-33,354.133,0.090,0.139460,8.48e-14,7.170504,259.00,*,*,*,*,4.26,4.26,2.60e+04,1.23e+36,*
1269,J1730-3353,354.135,-0.004,3.270242,2.20e-14,0.305788,256.00,*,*,*,*,4.23,4.23,2.36e+06,2.48e+31,*
1270,J1730-34,353.285,-0.360,0.099830,*,10.017073,628.00,*,*,*,*,8.41,8.41,*,*,*
1271,J1731-1847,6.890,8.151,0.002345,2.54e-20,426.519344,106.47,BTX,0.3111,0.1202,UL[bbb+11],4.03,4.03,1.46e+09,7.78e+34,6.236
1272,J1731-3123,356.233,1.354,0.753048,1.68e-15,1.327937,354.00,*,*,*,*,5.32,5.32,7.11e+06,1.55e+32,*
1273,J1731-3322,354.601,0.225,0.544671,2.81e-14,1.835972,877.40,*,*,*,*,11.98,11.98,3.07e+05,6.86e+33,*
1274,B1727-47,342.565,-7.669,0.829829,1.64e-13,1.205068,123.33,*,*,*,*,4.98,4.98,8.04e+04,1.13e+34,*
1275,J1732-1930,6.417,7.563,0.483770,1.82e-16,2.067098,72.43,*,*,*,*,2.21,2.21,4.22e+07,6.34e+31,*
1276,J1732-3131,356.307,1.007,0.196543,2.80e-14,5.087941,15.44,*,*,*,*,0.80,0.80,1.11e+05,1.46e+35,*
1277,J1732-3426,353.818,-0.507,0.332887,4.02e-16,3.004025,513.50,*,*,*,*,6.38,6.38,1.31e+07,4.30e+32,*
1278,J1732-35,353.318,-0.926,0.126690,*,7.893283,340.00,*,*,*,*,5.00,5.00,*,*,*
1279,J1732-3729,351.288,-2.211,2.184001,1.30e-15,0.457875,317.00,*,*,*,*,6.20,6.20,2.66e+07,4.93e+30,*
1280,B1729-41,347.980,-4.462,0.627981,1.28e-14,1.592406,195.30,*,*,*,*,5.94,5.94,7.75e+05,2.05e+33,*
1281,J1732-4156,347.589,-4.709,0.323434,6.61e-16,3.091820,228.70,*,*,*,*,8.78,8.78,7.75e+06,7.71e+32,*
1282,J1732-5049,340.029,-9.454,0.005313,1.42e-20,188.233512,56.84,ELL1,5.2630,3.9829,He[eb01b],1.81,1.81,5.93e+09,3.74e+33,9.879
1283,B1730-22,4.029,5.749,0.871683,4.27e-17,1.147206,41.14,*,*,*,*,1.49,1.49,3.23e+08,2.55e+30,*
1284,J1733-2533,1.428,4.092,0.659794,2.10e-15,1.515624,242.00,*,*,*,*,7.78,7.78,4.98e+06,2.89e+32,*
1285,J1733-2837,358.857,2.402,0.768185,1.11e-15,1.301771,225.00,*,*,*,*,4.66,4.66,1.10e+07,9.65e+31,*
1286,J1733-3030,357.320,1.301,0.362052,1.65e-15,2.762034,636.00,*,*,*,*,14.18,14.18,3.48e+06,1.37e+33,*
1287,J1733-3322,354.917,-0.238,1.245915,4.10e-15,0.802623,524.00,*,*,*,*,6.30,6.30,4.81e+06,8.37e+31,*
1288,B1730-37,351.577,-2.284,0.337586,1.50e-14,2.962210,153.50,*,*,*,*,3.44,3.44,3.55e+05,1.54e+34,*
1289,J1733-4005,349.266,-3.895,0.561778,3.62e-15,1.780062,317.80,*,*,*,*,13.95,13.95,2.46e+06,8.07e+32,*
1290,J1733-5515,336.188,-11.801,1.011234,4.00e-16,0.988891,83.90,*,*,*,*,4.11,4.11,4.01e+07,1.53e+31,*
1291,B1732-02,21.904,15.928,0.839394,4.21e-16,1.191335,65.05,*,*,*,*,5.36,5.36,3.16e+07,2.81e+31,*
1292,J1734-2415,2.678,4.551,0.612524,1.05e-15,1.632590,126.30,*,*,*,*,3.48,3.48,9.24e+06,1.80e+32,*
1293,J1734-3058,357.031,0.893,0.541286,1.62e-17,1.847453,260.00,*,*,*,*,4.37,4.37,5.29e+08,4.03e+30,*
1294,J1734-3333,354.819,-0.433,1.169341,2.28e-12,0.855183,578.00,*,*,*,*,7.40,7.40,8.13e+03,5.63e+34,*
1295,J1735-0243,21.564,15.448,0.782887,6.32e-16,1.277324,55.40,*,*,*,*,3.25,3.25,1.96e+07,5.20e+31,*
1296,B1732-07,17.271,13.284,0.419335,1.21e-15,2.384728,73.51,*,*,*,*,4.32,4.32,5.47e+06,6.50e+32,28.103
1297,J1735-3258,355.479,-0.381,0.350963,2.61e-14,2.849301,754.00,*,*,*,*,11.14,11.14,2.13e+05,2.38e+34,*
1298,J1736+05,29.592,19.208,0.999245,*,1.000756,42.00,*,*,*,*,2.81,2.81,*,*,*
1299,J1736-2457,2.331,3.775,2.642223,3.43e-15,0.378469,170.00,*,*,*,*,4.34,4.34,1.22e+07,7.34e+30,*
1300,J1736-2819,359.446,2.036,1.592419,1.49e-14,0.627975,261.00,*,*,*,*,4.86,4.86,1.69e+06,1.46e+32,*
1301,J1736-2843,359.142,1.764,6.445036,3.00e-14,0.155158,331.00,*,*,*,*,5.47,5.47,3.40e+06,4.42e+30,*
1302,J1736-3511,353.614,-1.598,0.502803,1.57e-15,1.988851,106.00,*,*,*,*,2.72,2.72,5.07e+06,4.88e+32,*
1303,J1737-0811,16.933,12.318,0.004175,7.93e-21,239.519965,55.31,BT,79.5174,9.3328,UL(?)[blr+13],2.38,2.38,8.34e+09,4.30e+33,*
1304,J1737-3102,357.298,0.373,0.768672,3.73e-14,1.300945,280.00,*,*,*,*,4.44,4.44,3.26e+05,3.25e+33,*
1305,J1737-3137,356.744,0.145,0.450432,1.39e-13,2.220089,488.20,*,*,*,*,5.88,5.88,5.14e+04,5.99e+34,*
1306,J1737-3320,355.308,-0.795,0.816273,2.25e-15,1.225080,804.00,*,*,*,*,14.08,14.08,5.75e+06,1.63e+32,*
1307,B1734-35,353.175,-2.268,0.397585,6.12e-15,2.515187,89.41,*,*,*,*,2.25,2.25,1.03e+06,3.85e+33,*
1308,J1738+0333,27.721,17.742,0.005850,2.41e-20,170.937370,33.77,ELL1,0.3548,0.3434,He[avk+12],1.47,1.97,3.84e+09,4.76e+33,8.675
1309,J1738-2330,3.731,4.280,1.978847,8.56e-15,0.505345,99.30,*,*,*,*,2.79,2.79,3.66e+06,4.36e+31,*
1310,J1738-2647,0.940,2.544,0.349591,3.15e-15,2.860486,182.20,*,*,*,*,3.88,3.88,1.76e+06,2.91e+33,*
1311,J1738-2736,0.272,2.081,0.627716,4.62e-15,1.593078,323.60,*,*,*,*,5.91,5.91,2.15e+06,7.38e+32,*
1312,J1738-2955,358.380,0.724,0.443398,8.19e-14,2.255310,223.40,*,*,*,*,3.91,3.91,8.58e+04,3.71e+34,*
1313,J1738-3107,357.358,0.100,0.549498,2.96e-16,1.819844,735.00,*,*,*,*,10.76,10.76,2.94e+07,7.04e+31,*
1314,B1735-32,356.466,-0.491,0.768499,7.95e-16,1.301238,49.59,*,*,*,*,1.48,1.48,1.53e+07,6.91e+31,*
1315,J1738-3316,355.525,-1.003,0.730373,8.86e-17,1.369164,273.00,*,*,*,*,4.55,4.55,1.31e+08,8.97e+30,*
1316,J1739+0612,30.261,18.858,0.234169,1.56e-16,4.270419,101.50,*,*,*,*,5.44,5.44,2.37e+07,4.81e+32,*
1317,J1739-1313,12.794,9.297,1.215698,8.17e-17,0.822573,58.20,*,*,*,*,2.02,2.02,2.36e+08,1.80e+30,*
1318,B1736-29,359.206,1.064,0.322882,7.88e-15,3.097103,138.56,*,*,*,*,3.19,3.19,6.49e+05,9.24e+33,*
1319,J1739-3023,358.086,0.336,0.114368,1.14e-14,8.743710,170.00,*,*,*,*,3.41,3.41,1.59e+05,3.01e+35,*
1320,J1739-3049,357.680,0.152,0.239317,2.18e-15,4.178555,573.20,*,*,*,*,6.97,6.97,1.74e+06,6.27e+33,*
1321,B1736-31,357.096,-0.220,0.529441,1.86e-14,1.888785,600.10,*,*,*,*,7.68,7.68,4.51e+05,4.94e+33,*
1322,J1739-3159,356.739,-0.547,0.877561,1.97e-16,1.139522,337.00,*,*,*,*,4.85,4.85,7.05e+07,1.15e+31,*
1323,J1739-3951,350.039,-4.690,0.341772,1.99e-17,2.925923,24.60,*,*,*,*,1.13,1.13,2.73e+08,1.96e+31,*
1324,J1740+1000,34.011,20.268,0.154087,2.15e-14,6.489833,23.85,*,*,*,*,1.36,1.36,1.14e+05,2.32e+35,*
1325,B1737+13,37.085,21.679,0.803050,1.45e-15,1.245252,48.67,*,*,*,*,4.77,4.77,8.77e+06,1.11e+32,29.732
1326,J1740-2540,2.212,2.633,1.692656,1.85e-15,0.590787,333.00,*,*,*,*,8.26,8.26,1.45e+07,1.51e+31,*
1327,B1737-30,358.294,0.238,0.606887,4.66e-13,1.647754,152.15,*,*,*,*,0.40,3.28,2.06e+04,8.23e+34,*
1328,J1740-3052,357.811,-0.132,0.570313,2.55e-14,1.753422,738.78,MSS,231.0296,756.9079,MS[bbn+11],10.84,10.84,3.54e+05,5.43e+33,*
1329,J1740-3327,355.564,-1.436,0.515001,3.90e-15,1.941745,274.10,*,*,*,*,4.72,4.72,2.09e+06,1.13e+33,*
1330,J1740-5340A,338.165,-11.967,0.003650,1.68e-19,273.947918,71.80,BT,1.3541,1.6528,MS[dpm+01],2.20,3.21,3.44e+08,1.36e+35,*
1331,B1738-08,16.955,11.304,2.043082,2.27e-15,0.489457,74.90,*,*,*,*,3.50,3.50,1.42e+07,1.05e+31,*
1332,J1741+1351,37.885,21.641,0.003747,3.02e-20,266.869167,24.20,ELL1,16.3353,11.0033,He[jbo+07],1.08,1.41,1.96e+09,2.27e+34,11.756
1333,J1741-2019,6.815,5.377,3.904506,1.63e-14,0.256114,74.90,*,*,*,*,2.00,2.00,3.80e+06,1.08e+31,*
1334,J1741-2054,6.425,4.909,0.413700,1.70e-14,2.417210,4.70,*,*,*,*,0.30,0.25,3.86e+05,9.47e+33,109.041
1335,J1741-2719,0.907,1.604,0.346797,8.06e-17,2.883532,361.90,*,*,*,*,5.74,5.74,6.82e+07,7.63e+31,*
1336,J1741-2733,0.636,1.582,0.892959,1.48e-16,1.119873,149.20,*,*,*,*,3.33,3.33,9.59e+07,8.18e+30,*
1337,J1741+2758,52.347,26.663,1.360738,1.84e-15,0.734895,29.30,*,*,*,*,2.06,2.06,1.17e+07,2.88e+31,*
1338,J1741-2945,358.798,0.380,0.223558,6.34e-16,4.473116,310.30,*,*,*,*,4.66,4.66,5.58e+06,2.24e+33,*
1339,J1741-3016,358.346,0.130,1.893749,8.99e-15,0.528053,382.00,*,*,*,*,5.02,5.02,3.34e+06,5.23e+31,*
1340,J1741-34,355.002,-2.146,0.875137,*,1.142678,241.00,*,*,*,*,4.75,4.75,*,*,*
1341,B1737-39,350.555,-4.749,0.512211,1.93e-15,1.952319,158.50,*,*,*,*,4.75,4.75,4.20e+06,5.67e+32,20.881
1342,J1742-3957,350.209,-5.135,1.016349,8.16e-17,0.983914,186.00,*,*,*,*,6.40,6.40,1.97e+08,3.07e+30,*
1343,J1742-4616,344.790,-8.462,0.412401,3.38e-17,2.424824,115.96,*,*,*,*,4.99,4.99,1.93e+08,1.90e+31,*
1344,B1740-03,21.649,13.400,0.444645,1.56e-15,2.248985,30.26,*,*,*,*,1.59,1.59,4.53e+06,6.99e+32,*
1345,B1740-13,12.699,8.205,0.405337,4.78e-16,2.467083,116.30,*,*,*,*,4.85,4.85,1.34e+07,2.83e+32,*
1346,J1743-2442,3.333,2.640,1.242508,4.72e-16,0.804824,239.00,*,*,*,*,4.96,4.96,4.17e+07,9.72e+30,*
1347,B1740-31,357.299,-1.148,2.414576,1.21e-13,0.414151,193.05,*,*,*,*,3.65,3.65,3.17e+05,3.39e+32,*
1348,J1743-3153,357.221,-1.109,0.193105,1.06e-14,5.178519,505.70,*,*,*,*,8.03,8.03,2.90e+05,5.79e+34,*
1349,J1743-35,354.095,-2.994,0.569980,*,1.754448,174.00,*,*,*,*,4.01,4.01,*,*,*
1350,J1743-4212,348.381,-6.464,0.306167,7.83e-16,3.266191,131.94,*,*,*,*,4.67,4.67,6.19e+06,1.08e+33,*
1351,J1744-1134,14.794,9.180,0.004075,8.93e-21,245.426120,3.14,*,*,*,*,0.40,0.17,7.23e+09,5.21e+33,21.010
1352,J1744-1610,10.773,6.885,1.757206,2.38e-15,0.569085,66.67,*,*,*,*,1.99,1.99,1.17e+07,1.73e+31,*
1353,J1744-2335,4.463,2.937,1.683507,8.33e-16,0.593998,96.66,*,*,*,*,2.45,2.45,3.20e+07,6.89e+30,*
1354,J1744-3130,357.641,-1.059,1.066061,2.12e-14,0.938033,192.90,*,*,*,*,3.64,3.64,7.96e+05,6.92e+32,*
1355,J1744-3922,350.908,-5.155,0.172444,1.55e-18,5.798972,148.10,ELL1,0.1914,0.2123,UL[brr+07],4.60,4.60,1.76e+09,1.19e+31,*
1356,J1744-5337,338.499,-12.447,0.355666,1.90e-16,2.811628,113.00,*,*,*,*,8.16,8.16,2.97e+07,1.67e+32,*
1357,J1745-0129,23.838,14.025,1.045407,6.31e-16,0.956565,90.10,*,*,*,*,7.26,7.26,2.62e+07,2.18e+31,*
1358,J1745-0952,16.371,9.895,0.019376,9.25e-20,51.609431,64.47,ELL1,4.9435,2.3786,He[jsb+10],2.38,2.38,3.32e+09,5.02e+32,23.884
1359,J1745+1017,34.869,19.254,0.002652,2.73e-21,377.055470,23.97,ELL1,0.7302,0.0882,UL[bgc+13],1.36,1.36,1.54e+10,5.78e+33,7.810
1360,J1745-2229,5.470,3.422,1.160593,2.86e-15,0.861629,299.00,*,*,*,*,9.30,9.30,6.44e+06,7.21e+31,*
1361,J1745-2900,359.944,-0.047,3.763733,1.76e-11,0.265694,1778.00,*,*,*,*,8.30,30.00,3.40e+03,1.30e+34,6.379
1362,J1745-2910,359.763,-0.054,0.982000,*,1.018330,1088.00,*,*,*,*,15.23,15.23,*,*,*
1363,J1745-2912,359.799,-0.177,0.187379,*,5.336766,1130.00,*,*,*,*,18.53,18.53,*,*,*
1364,B1742-30,358.553,-0.963,0.367429,1.07e-14,2.721616,88.37,*,*,*,*,0.20,2.08,5.46e+05,8.49e+33,7.211
1365,J1745-3812,352.036,-4.751,0.698353,2.43e-15,1.431941,160.80,*,*,*,*,4.82,4.82,4.56e+06,2.81e+32,*
1366,J1746+2245,47.252,24.048,3.465038,4.92e-15,0.288597,52.00,*,*,*,*,4.32,4.32,1.12e+07,4.67e+30,*
1367,J1746+2540,50.274,25.031,1.058148,1.05e-15,0.945047,51.50,*,*,*,*,4.16,4.16,1.60e+07,3.49e+31,*
1368,J1746-27,0.971,0.494,0.487528,*,2.051166,422.00,*,*,*,*,5.35,5.35,*,*,*
1369,J1746-2849,0.148,-0.023,1.478480,1.27e-14,0.676370,1456.00,*,*,*,*,30.00,30.00,1.84e+06,1.55e+32,*
1370,J1746-2850,0.134,-0.044,1.077101,1.34e-12,0.928418,962.70,*,*,*,*,12.86,12.86,1.27e+04,4.24e+34,*
1371,J1746-2856,0.132,-0.228,0.945224,1.25e-14,1.057950,1168.00,*,*,*,*,21.77,21.77,1.20e+06,5.84e+32,*
1372,J1746-3239,356.957,-2.175,0.199541,6.56e-15,5.011492,*,*,*,*,*,*,*,4.82e+05,3.26e+34,*
1373,J1747-1030,16.174,8.983,1.578793,4.30e-16,0.633395,128.00,*,*,*,*,7.27,7.27,5.82e+07,4.31e+30,*
1374,J1747-2647,2.054,0.758,0.500254,1.32e-14,1.998983,570.00,*,*,*,*,8.44,8.44,5.99e+05,4.18e+33,*
1375,J1747-2802,0.971,0.121,2.780079,2.37e-15,0.359702,835.00,*,*,*,*,11.78,11.78,1.86e+07,4.35e+30,*
1376,J1747-2809,0.869,0.076,0.052153,1.56e-13,19.174406,1133.00,*,*,*,*,17.55,17.55,5.31e+03,4.33e+37,*
1377,J1747-2958,359.305,-0.841,0.098814,6.13e-14,10.120026,101.50,*,*,*,*,2.49,2.49,2.55e+04,2.51e+36,*
1378,J1747-4036,350.208,-6.412,0.001646,1.31e-20,607.677539,152.98,*,*,*,*,5.81,5.81,1.98e+09,1.16e+35,6.000
1379,B1745-12,14.016,7.656,0.394133,1.21e-15,2.537212,99.36,*,*,*,*,3.64,3.64,5.15e+06,7.82e+32,*
1380,B1745-20A,7.728,3.801,0.288603,3.99e-16,3.464970,219.40,*,*,*,*,8.24,5.72,1.15e+07,6.56e+32,*
1381,J1748-2021B,7.729,3.800,0.016760,-3.29e-19,59.665418,220.92,BT,20.5500,4.4670,*,8.24,5.80,*,*,*
1382,J1748-2021C,7.721,3.804,0.006227,-5.98e-20,160.592710,226.95,*,*,*,*,8.24,6.10,*,*,*
1383,J1748-2021D,7.734,3.809,0.013496,5.87e-19,74.097014,224.98,BT,0.2861,0.3972,*,8.24,6.02,3.64e+08,9.42e+33,*
1384,J1748-2021E,7.731,3.802,0.016264,3.12e-19,61.485477,224.10,*,*,*,*,8.24,5.95,8.25e+08,2.87e+33,*
1385,J1748-2021F,7.727,3.802,0.003794,-1.05e-20,263.599833,220.43,BT,9.8340,9.4976,*,8.24,5.77,*,*,*
1386,J1748-2444,3.955,1.564,0.442838,1.11e-16,2.258160,207.33,*,*,*,*,3.89,3.89,6.30e+07,5.06e+31,*
1387,B1744-24A,3.836,1.696,0.011563,-3.40e-20,86.481637,242.15,BT,0.0756,0.1197,UL[rhs+05],5.50,4.46,*,*,*
1388,J1748-2446aa,3.839,1.687,0.005788,*,172.770057,237.42,*,*,*,*,5.50,4.39,*,*,*
1389,J1748-2446ab,3.839,1.687,0.005120,*,195.323563,238.34,*,*,*,*,5.50,4.41,*,*,*
1390,J1748-2446ac,3.839,1.687,0.005087,*,196.582994,238.72,*,*,*,*,5.50,4.41,*,*,*
1391,J1748-2446ad,3.839,1.687,0.001396,0.00e+00,716.355562,235.60,ELL1,1.0944,1.1028,*,5.50,4.37,*,*,*
1392,J1748-2446ae,3.839,1.687,0.003659,*,273.329343,238.75,BT,0.1707,0.0406,UL[fre08],4.41,4.41,*,*,*
1393,J1748-2446af,3.839,1.687,0.003304,*,302.632296,237.34,*,*,*,*,5.50,4.39,*,*,*
1394,J1748-2446ag,3.839,1.687,0.004448,*,224.818628,237.75,*,*,*,*,5.50,4.40,*,*,*
1395,J1748-2446ah,3.839,1.687,0.004965,*,201.403784,237.75,*,*,*,*,5.50,4.40,*,*,*
1396,J1748-2446ai,3.839,1.687,0.021228,*,47.106750,233.90,BT,0.8509,2.8088,*,5.50,4.34,*,*,*
1397,J1748-2446C,3.841,1.689,0.008436,-6.06e-19,118.538253,237.00,*,*,*,*,5.50,4.39,*,*,*
1398,J1748-2446D,3.839,1.687,0.004714,*,212.134969,243.83,*,*,*,*,8.70,4.48,*,*,*
1399,J1748-2446E,3.839,1.687,0.002198,*,455.000455,236.84,BT,60.0600,23.6000,He[rhs+05],5.50,4.38,*,*,*
1400,J1748-2446F,3.839,1.687,0.005540,*,180.500854,239.18,*,*,*,*,5.50,4.42,*,*,*
1401,J1748-2446G,3.839,1.687,0.021672,*,46.142765,237.57,*,*,*,*,5.50,4.39,*,*,*
1402,J1748-2446H,3.839,1.687,0.004926,*,203.008999,238.13,*,*,*,*,5.50,4.40,*,*,*
1403,J1748-2446I,3.839,1.687,0.009570,*,104.491133,238.73,BT,1.3280,1.8180,He(?)[rhs+05],5.50,4.41,*,*,*
1404,J1748-2446J,3.839,1.687,0.080338,*,12.447421,234.35,BT,1.1020,2.4540,CO[rhs+05],5.50,4.35,*,*,*
1405,J1748-2446K,3.839,1.687,0.002970,*,336.740020,234.81,*,*,*,*,5.50,4.35,*,*,*
1406,J1748-2446L,3.839,1.687,0.002245,*,445.493830,237.74,*,*,*,*,5.50,4.40,*,*,*
1407,J1748-2446M,3.839,1.687,0.003570,*,280.145788,238.65,BT,0.4431,0.5960,He[rhs+05],5.50,4.41,*,*,*
1408,J1748-2446N,3.839,1.687,0.008667,*,115.381509,238.47,BT,0.3855,1.6190,CO[rhs+05],5.50,4.41,*,*,*
1409,J1748-2446O,3.839,1.687,0.001677,*,596.434514,236.38,BT,0.2595,0.1120,UL[rhs+05],5.50,4.38,*,*,*
1410,J1748-2446P,3.839,1.687,0.001729,*,578.496141,238.79,BT,0.3626,1.2720,MS[rhs+05],4.41,4.41,*,*,*
1411,J1748-2446Q,3.839,1.687,0.002812,*,355.618777,234.50,BT,30.2950,28.6020,*,5.50,4.35,*,*,*
1412,J1748-2446R,3.839,1.687,0.005029,*,198.864879,237.60,*,*,*,*,5.50,4.39,*,*,*
1413,J1748-2446S,3.839,1.687,0.006117,*,163.488451,236.26,*,*,*,*,5.50,4.37,*,*,*
1414,J1748-2446T,3.839,1.687,0.007085,*,141.145053,237.70,*,*,*,*,5.50,4.40,*,*,*
1415,J1748-2446U,3.839,1.687,0.003289,*,304.030841,235.50,BT,3.5703,5.9725,*,5.50,4.36,*,*,*
1416,J1748-2446V,3.839,1.687,0.002073,*,482.506719,239.11,BT,0.5036,0.5670,He[rhs+05],5.50,4.42,*,*,*
1417,J1748-2446W,3.839,1.687,0.004205,*,237.801949,239.14,BT,4.8770,5.8690,He[rhs+05],5.50,4.42,*,*,*
1418,J1748-2446X,3.839,1.687,0.002999,*,333.415576,240.03,BT,4.9985,5.1071,*,5.50,4.43,*,*,*
1419,J1748-2446Y,3.839,1.687,0.002048,*,488.243106,239.11,BT,1.1700,1.1785,He[rhs+05],5.50,4.42,*,*,*
1420,J1748-2446Z,3.839,1.687,0.002463,*,406.076529,238.85,BT,3.4881,3.5304,*,5.50,4.41,*,*,*
1421,J1748-30,359.117,-1.141,0.382735,*,2.612776,584.00,*,*,*,*,11.09,11.09,*,*,*
1422,J1748-3009,359.272,-1.147,0.009684,*,103.260203,420.20,BT,2.9338,1.3201,He[kek+13],5.96,5.96,*,*,*
1423,J1749-2347,4.828,1.967,0.874486,2.42e-15,1.143529,344.00,*,*,*,*,6.10,6.10,5.72e+06,1.43e+32,*
1424,J1749-2629,2.505,0.593,1.335388,1.72e-15,0.748846,409.00,*,*,*,*,5.28,5.28,1.23e+07,2.84e+31,*
1425,B1746-30,359.459,-1.244,0.609874,7.87e-15,1.639684,509.40,*,*,*,*,9.05,9.05,1.23e+06,1.37e+33,*
1426,J1749-4931,342.522,-11.095,0.445822,5.90e-16,2.243046,53.00,*,*,*,*,1.80,1.80,1.20e+07,2.63e+32,*
1427,B1745-56,336.637,-14.262,1.332310,2.12e-15,0.750576,58.00,*,*,*,*,2.66,2.66,9.96e+06,3.54e+31,*
1428,J1750-2043,7.591,3.331,5.639047,7.95e-15,0.177335,239.00,*,*,*,*,5.69,5.69,1.12e+07,1.75e+30,*
1429,J1750-2438,4.291,1.185,0.712794,1.08e-14,1.402930,476.00,*,*,*,*,7.15,7.15,1.05e+06,1.18e+33,*
1430,J1750-2444,4.136,1.255,0.899377,2.64e-16,1.111881,331.00,*,*,*,*,5.03,5.03,5.40e+07,1.43e+31,*
1431,J1750-2536,3.413,0.778,0.034749,*,28.777763,178.40,BT,17.1416,20.0610,CO[kek+13],3.51,3.51,*,*,*
1432,J1750-28,0.663,-0.737,1.300513,5.78e-15,0.768927,388.00,*,*,*,*,5.19,5.19,3.56e+06,1.04e+32,*
1433,B1747-31,357.982,-2.516,0.910363,1.97e-16,1.098463,206.34,*,*,*,*,4.43,4.43,7.34e+07,1.03e+31,*
1434,J1750-3503,355.314,-4.082,0.684014,3.81e-17,1.461959,189.35,*,*,*,*,5.07,5.07,2.84e+08,4.70e+30,*
1435,J1750-3703A,353.532,-5.009,0.111601,5.66e-18,8.960506,233.82,BT,17.3343,24.3931,*,13.80,9.96,3.12e+08,1.61e+32,*
1436,J1750-3703B,353.526,-5.006,0.006075,1.92e-20,164.621462,234.39,BT,3.6051,2.8659,*,13.80,10.02,5.02e+09,3.38e+33,*
1437,J1750-3703C,353.533,-5.007,0.026569,-9.96e-19,37.638304,230.67,*,*,*,*,13.80,9.64,*,*,*
1438,J1750-3703D,353.532,-5.006,0.005140,4.93e-19,194.554922,230.09,*,*,*,*,13.80,9.58,1.65e+08,1.43e+35,*
1439,J1751-2516,3.852,0.692,0.394836,2.64e-15,2.532699,556.00,*,*,*,*,7.46,7.46,2.37e+06,1.70e+33,*
1440,J1751-2857,0.646,-1.124,0.003915,1.13e-20,255.436115,42.81,BT,110.7465,32.5282,He[sfl+05],1.44,1.44,5.51e+09,7.41e+33,*
1441,J1751-3323,356.829,-3.382,0.548227,8.83e-15,1.824062,296.70,*,*,*,*,9.27,9.27,9.84e+05,2.12e+33,*
1442,B1747-46,345.002,-10.178,0.742352,1.29e-15,1.347069,20.40,*,*,*,*,1.03,1.03,9.11e+06,1.25e+32,*
1443,J1752+2359,49.098,23.074,0.409051,6.43e-16,2.444684,36.00,*,*,*,*,2.70,2.70,1.01e+07,3.71e+32,*
1444,J1752-2410,4.930,1.039,0.191037,6.18e-16,5.234596,508.30,*,*,*,*,7.42,7.42,4.90e+06,3.50e+33,*
1445,B1749-28,1.540,-0.961,0.562558,8.13e-15,1.777596,50.37,*,*,*,*,0.20,1.53,1.10e+06,1.80e+33,6.403
1446,J1752-2821,1.267,-0.976,0.640229,3.47e-15,1.561940,516.30,*,*,*,*,7.62,7.62,2.93e+06,5.22e+32,*
1447,J1753-12,14.608,6.703,0.405454,*,2.466371,73.20,*,*,*,*,2.17,2.17,*,*,*
1448,J1753-1914,9.251,3.412,0.062955,2.02e-18,15.884390,105.30,*,*,*,*,2.77,2.77,4.93e+08,3.20e+32,*
1449,J1753-2240,6.299,1.663,0.095138,9.70e-19,10.511068,158.60,BT,13.6376,18.1154,NS(?)[kkl+09],3.46,3.46,1.55e+09,4.45e+31,*
1450,B1750-24,4.274,0.512,0.528336,1.41e-14,1.892733,672.00,*,*,*,*,10.18,10.18,5.93e+05,3.78e+33,*
1451,J1753-38,352.277,-6.368,0.666804,*,1.499691,168.00,*,*,*,*,6.99,6.99,*,*,*
1452,J1754-2422,4.947,0.618,2.090248,8.30e-16,0.478412,738.00,*,*,*,*,11.43,11.43,3.99e+07,3.59e+30,*
1453,J1754-30,359.894,-2.254,1.320490,*,0.757295,293.00,*,*,*,*,5.47,5.47,*,*,*
1454,J1754-3443,355.994,-4.607,0.361691,5.71e-16,2.764794,187.70,*,*,*,*,5.60,5.60,1.00e+07,4.77e+32,*
1455,J1754-3510,355.635,-4.882,0.392704,7.82e-16,2.546448,82.30,*,*,*,*,2.24,2.24,7.96e+06,5.09e+32,*
1456,B1753+52,79.608,29.628,2.391397,1.56e-15,0.418166,35.35,*,*,*,*,3.56,3.56,2.42e+07,4.52e+30,*
1457,J1755-0903,18.324,8.150,0.190710,7.81e-16,5.243573,63.70,*,*,*,*,2.16,2.16,3.87e+06,4.44e+33,*
1458,J1755-1650,11.527,4.291,0.733744,6.86e-16,1.362872,159.90,*,*,*,*,4.27,4.27,1.69e+07,6.85e+31,*
1459,J1755-2025,8.480,2.416,0.322231,4.42e-15,3.103362,364.30,*,*,*,*,8.64,8.64,1.15e+06,5.22e+33,*
1460,J1755-25,3.756,-0.338,0.315196,*,3.172629,751.00,DD,9.6963,12.2838,*,11.04,11.04,*,*,*
1461,J1755-2521,4.255,-0.150,1.175968,9.02e-14,0.850363,252.00,*,*,*,*,4.12,4.12,2.07e+05,2.19e+33,*
1462,J1755-25211,4.183,-0.016,1.004513,3.12e-14,0.995508,835.00,*,*,*,*,11.52,11.52,5.10e+05,1.22e+33,*
